id,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm
615885,Landing Page Submission,Google,No,No,0,2.0,1446,2.0,Email Opened,Marketing Management,,No,No,No,No,No,No,,,No
647177,API,Organic Search,No,No,0,8.0,172,8.0,Email Opened,Business Administration,,No,No,No,No,No,No,14.0,14.0,Yes
659287,API,Organic Search,No,No,0,3.0,273,3.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
606332,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
595776,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
634823,API,Google,No,No,0,3.0,344,1.0,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
659411,Landing Page Submission,Google,No,No,0,6.0,398,3.0,Chat Conversation,E-COMMERCE,,No,No,No,No,No,No,15.0,15.0,Yes
645370,Lead Add Form,Reference,No,No,1,,186,,,Human Resource Management,Student,No,No,No,No,No,No,14.0,20.0,No
593945,Landing Page Submission,Direct Traffic,No,No,1,5.0,1062,2.5,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
616073,Landing Page Submission,Direct Traffic,No,No,1,5.0,1298,2.5,Page Visited on Website,Human Resource Management,,No,No,No,No,No,No,,,Yes
625601,Landing Page Submission,Organic Search,Yes,No,0,2.0,743,2.0,Email Bounced,Media and Advertising,Unemployed,No,No,No,No,No,No,,,Yes
603796,API,Organic Search,No,No,0,11.0,714,11.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
636367,Landing Page Submission,Google,No,No,0,5.0,261,5.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,13.0,No
631670,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Link Clicked,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
582348,Landing Page Submission,Direct Traffic,No,No,1,1.0,1245,1.0,Converted to Lead,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
659038,Landing Page Submission,Organic Search,No,No,1,5.0,614,5.0,Unreachable,Finance Management,Unemployed,No,No,No,No,No,No,15.0,19.0,Yes
592974,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,17.0,15.0,No
606895,Landing Page Submission,Direct Traffic,No,No,0,2.0,8,2.0,Email Link Clicked,Finance Management,,No,No,No,No,No,No,,,Yes
632660,Landing Page Submission,Direct Traffic,No,No,0,5.0,6,5.0,Page Visited on Website,Operations Management,,No,No,No,No,No,No,,,Yes
591622,Landing Page Submission,Direct Traffic,No,No,0,3.0,986,3.0,SMS Sent,Finance Management,,No,No,No,No,No,No,14.0,16.0,Yes
628607,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
588209,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
599196,API,Direct Traffic,No,No,1,2.0,1138,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
603794,Landing Page Submission,Direct Traffic,No,No,0,3.0,322,3.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
610398,API,Google,No,No,0,2.0,371,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
622566,API,Organic Search,No,No,0,18.0,91,3.6,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,,,No
633715,Landing Page Submission,Google,No,No,0,3.0,510,3.0,Page Visited on Website,Human Resource Management,,No,No,No,No,No,No,,,No
605580,Landing Page Submission,Organic Search,Yes,No,0,2.0,146,2.0,Email Bounced,Operations Management,Unemployed,No,No,No,No,No,No,,,Yes
605857,Landing Page Submission,Direct Traffic,No,No,0,2.0,78,2.0,Page Visited on Website,Marketing Management,,No,No,No,No,No,No,,,Yes
654314,API,Organic Search,No,No,1,5.0,1291,5.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
586199,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,17.0,15.0,No
582195,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,34,2.0,Page Visited on Website,Media and Advertising,Unemployed,No,No,No,No,No,No,12.0,19.0,Yes
630462,Landing Page Submission,Organic Search,No,No,1,4.0,813,2.0,SMS Sent,Travel and Tourism,Working Professional,No,No,No,No,No,No,,,Yes
603772,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,576,2.0,SMS Sent,Marketing Management,,No,No,No,No,No,No,,,Yes
594506,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Marketing Management,Working Professional,No,No,No,No,No,No,14.0,15.0,No
638451,Landing Page Submission,Google,No,No,0,3.0,260,3.0,SMS Sent,Retail Management,Unemployed,No,No,No,No,No,No,10.0,18.0,No
644087,Landing Page Submission,Google,Yes,No,1,5.0,777,5.0,Page Visited on Website,Business Administration,Unemployed,No,No,No,No,No,No,15.0,20.0,No
618334,API,Chat,No,No,0,4.0,169,1.33,Email Opened,Supply Chain Management,,No,No,No,No,No,No,,,Yes
618414,Landing Page Submission,Direct Traffic,No,No,1,3.0,128,3.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
636208,Landing Page Submission,Direct Traffic,No,No,1,3.0,686,3.0,SMS Sent,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,15.0,14.0,Yes
612288,Landing Page Submission,Google,No,No,1,3.0,1031,3.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,No
634642,Landing Page Submission,Organic Search,No,No,0,4.0,246,4.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes
638674,Landing Page Submission,Google,No,No,0,5.0,740,2.5,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
581751,API,Chat,Yes,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,15.0,15.0,No
583743,Landing Page Submission,Direct Traffic,No,No,1,7.0,1014,3.5,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,20.0,Yes
584286,API,Chat,No,No,1,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
617576,Landing Page Submission,Google,No,No,1,7.0,1201,7.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
589558,Landing Page Submission,Google,No,No,1,5.0,1255,2.5,Email Received,Marketing Management,Working Professional,No,No,No,No,No,No,14.0,18.0,No
614568,Landing Page Submission,Google,No,No,1,5.0,1436,2.5,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
586364,Landing Page Submission,Organic Search,No,No,1,11.0,1002,3.67,Had a Phone Conversation,Media and Advertising,Unemployed,No,No,No,No,No,No,15.0,17.0,Yes
645271,Landing Page Submission,Google,No,No,0,4.0,1805,4.0,Email Opened,"Banking, Investment And Insurance",,No,No,No,No,No,No,13.0,18.0,No
642069,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
608440,Landing Page Submission,Direct Traffic,No,No,0,2.0,460,2.0,Email Opened,E-COMMERCE,,No,No,No,No,No,No,,,Yes
645914,Landing Page Submission,Organic Search,No,No,0,9.0,1208,9.0,Email Opened,Hospitality Management,Unemployed,No,No,No,No,No,No,13.0,14.0,Yes
656478,Landing Page Submission,Google,No,No,0,4.0,372,4.0,Page Visited on Website,Human Resource Management,,No,No,No,No,No,No,15.0,18.0,No
584881,Landing Page Submission,Direct Traffic,No,No,1,3.0,676,3.0,SMS Sent,"Banking, Investment And Insurance",,No,No,No,No,No,No,15.0,17.0,Yes
632338,Landing Page Submission,Google,No,No,1,3.0,797,3.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
620633,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,496,1.0,Email Bounced,,Student,No,No,No,No,No,No,,,No
604536,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,317,3.0,SMS Sent,Finance Management,,No,No,No,No,No,No,,,Yes
603989,API,Google,No,No,1,2.0,2013,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
616685,Lead Add Form,Reference,No,No,1,,1620,,,Select,Unemployed,No,No,No,No,No,No,,,No
627186,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
638468,Landing Page Submission,Direct Traffic,No,No,0,5.0,129,2.5,Chat Conversation,International Business,Unemployed,No,No,No,No,No,No,15.0,18.0,No
624182,Landing Page Submission,Google,No,No,1,3.0,234,3.0,Email Opened,E-Business,Unemployed,No,No,No,No,No,No,15.0,18.0,No
584622,Landing Page Submission,Google,No,No,0,5.0,215,2.5,SMS Sent,International Business,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes
647992,Lead Import,Facebook,No,No,1,0.0,0,0.0,Email Opened,Human Resource Management,Working Professional,No,No,No,No,No,No,14.0,15.0,No
586930,Landing Page Submission,Direct Traffic,No,No,0,3.0,130,3.0,Email Opened,Business Administration,,No,No,No,No,No,No,13.0,18.0,Yes
582756,Landing Page Submission,Google,No,No,1,4.0,1146,2.0,Email Opened,IT Projects Management,Working Professional,No,No,No,No,No,No,14.0,17.0,Yes
583104,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,16.0,16.0,No
596593,Landing Page Submission,Organic Search,Yes,No,0,6.0,501,6.0,Email Bounced,IT Projects Management,,No,No,No,No,No,No,,,Yes
604469,Landing Page Submission,Organic Search,No,No,1,8.0,931,2.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
606789,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
610865,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,No,No,No,No,No,No,,,No
